#Anno_Riferimento,Tipologia_Amministrazione,Regione_Fornitore,Regione_PA,Provincia_PA,Sigla_provincia_PA,Tipo_Negoziazione,N_negoziazioni_stipulate,N_Contratti_Stipulati,Valore_Base_Asta,Perc_negoziazioni_base_asta_valorizzata,Valore_contratti_stipulati,N_Medio_Fornitori_Partecipanti,N_Fornitori_con_contratti_stipulati,N_PA_Appaltanti,N_PO,Durata_media_negoziazione,Tempi_Medi_Stipula
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","VENETO","VENETO","VERONA","VR","TD","31","31","236737,76","80,65","310941,64","1","20","9","10","21,58","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","TOSCANA","VENETO","PADOVA","PD","TD","2","2",,"0","4399,05","1","2","2","2","6,5","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","TOSCANA","VENETO","TREVISO","TV","TD","1","1","21203","100","20300","1","1","1","1","6","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","CAMPANIA","VENETO","BELLUNO","BL","TD","1","1","28000","100","24500","1","1","1","1","5","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","PIEMONTE","VENETO","BELLUNO","BL","TD","1","1",,"0","695,59","1","1","1","1","6","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","PIEMONTE","VENETO","PADOVA","PD","TD","1","1","18970","100","18400","1","1","1","1","5","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","PIEMONTE","VENETO","ROVIGO","RO","TD","1","1","39900","100","39342,8","1","1","1","1","35","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","PIEMONTE","VENETO","VICENZA","VI","TD","1","1","900","100","898,45","1","1","1","1","14","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LOMBARDIA","VENETO","BELLUNO","BL","TD","4","4","1600","25","23326,52","1","4","3","3","6,75","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LOMBARDIA","VENETO","PADOVA","PD","TD","57","57","22901","5,26","159211,05","1","27","5","5","6,19","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LOMBARDIA","VENETO","ROVIGO","RO","TD","1","1",,"0","5700","1","1","1","1","7","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LOMBARDIA","VENETO","TREVISO","TV","TD","3","3","16960","66,67","51260","1","2","1","1","20","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LOMBARDIA","VENETO","VENEZIA","VE","TD","2","2","15480","100","15268,57","1","2","2","2","27","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LOMBARDIA","VENETO","VICENZA","VI","TD","5","5","70099,35","60","72366,04","1","4","3","3","13,4","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LOMBARDIA","VENETO","VERONA","VR","TD","5","5","39150","80","63985,83","1","4","4","4","10,6","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","SAN MARINO","VENETO","PADOVA","PD","TD","1","1",,"0","1700","1","1","1","1","4","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","SAN MARINO","VENETO","VICENZA","VI","TD","1","1",,"0","24500","1","1","1","1","18","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","VALLE D'AOSTA","VENETO","VERONA","VR","TD","1","1","3278","100","3687,24","1","1","1","1","70","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","EMILIA ROMAGNA","VENETO","BELLUNO","BL","TD","4","4","11","50","5573,34","1","1","2","2","6,25","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","EMILIA ROMAGNA","VENETO","PADOVA","PD","TD","12","12","10852,46","16,67","69444,95","1","5","7","8","10,33","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","EMILIA ROMAGNA","VENETO","TREVISO","TV","TD","4","4",,"0","68609,5","1","1","1","1","17,25","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","EMILIA ROMAGNA","VENETO","VENEZIA","VE","TD","6","6","22219","50","51724,05","1","2","2","2","7,83","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","EMILIA ROMAGNA","VENETO","VICENZA","VI","TD","6","6","39967","16,67","51754,6","1","4","3","4","14,17","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","EMILIA ROMAGNA","VENETO","VERONA","VR","TD","7","7","67929,55","57,14","86548","1","6","5","5","31,29","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","TRENTINO ALTO ADIGE","VENETO","BELLUNO","BL","TD","2","2",,"0","5350","1","1","1","1","10,5","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","TRENTINO ALTO ADIGE","VENETO","ROVIGO","RO","TD","1","1",,"0","129500","1","1","1","1","17","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","TRENTINO ALTO ADIGE","VENETO","VICENZA","VI","TD","3","3","13601,67","100","13566,97","1","2","3","3","14","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","TRENTINO ALTO ADIGE","VENETO","VERONA","VR","TD","2","2",,"0","86394,76","1","2","2","2","31","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","FRIULI VENEZIA GIULIA","VENETO","BELLUNO","BL","TD","6","6","9794","33,33","28196,5","1","6","4","4","5,5","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LAZIO","ABRUZZO","TERAMO","TE","TD","1","1","13608","100","13546,44","1","1","1","1","2","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","MARCHE","ABRUZZO","TERAMO","TE","TD","4","4","35413","50","39955,33","1","3","2","3","6","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","VENETO","ABRUZZO","TERAMO","TE","TD","2","2",,"0","8420,6","1","2","2","2","1,5","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","ABRUZZO","ABRUZZO","CHIETI","CH","TD","24","24","437878,62","95,83","462198,94","1","4","3","3","18,13","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","ABRUZZO","ABRUZZO","TERAMO","TE","TD","9","9","96298,9","66,67","141188,9","1","7","3","5","18,33","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LOMBARDIA","ABRUZZO","CHIETI","CH","TD","2","2","27000","50","50700","1","2","2","2","5,5","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LOMBARDIA","ABRUZZO","TERAMO","TE","TD","3","3",,"0","41440","1","1","1","1","2,33","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","EMILIA ROMAGNA","ABRUZZO","TERAMO","TE","TD","2","2","23189,04","50","23604,4","1","2","2","2","2","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LAZIO","LIGURIA","SAVONA","SV","TD","1","1","1700","100","1534,42","1","1","1","1","6","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","VENETO","LIGURIA","SAVONA","SV","TD","1","1","29918,03","100","29850","1","1","1","1","10","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LIGURIA","LIGURIA","GENOVA","GE","TD","5","5","40420","80","42880","1","2","2","2","7,2","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LIGURIA","LIGURIA","IMPERIA","IM","TD","6","6","78950","83,33","114600","1","1","1","1","2,17","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LIGURIA","LIGURIA","SAVONA","SV","TD","11","11","115932,48","90,91","134067,78","1","10","1","3","18,91","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","SICILIA","LIGURIA","SAVONA","SV","TD","2","2",,"0","4480","1","1","1","1","4,5","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","PIEMONTE","LIGURIA","SAVONA","SV","TD","3","3","2500","33,33","6765","1","2","2","2","6,67","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LOMBARDIA","LIGURIA","SAVONA","SV","TD","3","3","42100,8","100","42390,51","1","3","1","1","50","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","EMILIA ROMAGNA","LIGURIA","SAVONA","SV","TD","3","3","38950","33,33","61620","1","3","2","2","14","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","LAZIO","SICILIA","CATANIA","CT","TD","1","1",,"0","234,92","1","1","1","1","10","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","SICILIA","SICILIA","CATANIA","CT","TD","6","6",,"0","38339,02","1","4","2","3","5,5","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","SICILIA","SICILIA","ENNA","EN","TD","5","5","8900","20","16070,98","1","3","1","1","3,2","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","SICILIA","SICILIA","MESSINA","ME","TD","7","7","18852,46","14,29","69356,2","1","6","4","5","3,71","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","SICILIA","SICILIA","PALERMO","PA","TD","7","7","3800","28,57","25251,58","1","5","5","5","8,57","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","SICILIA","SICILIA","RAGUSA","RG","TD","2","2",,"0","14272","1","2","1","1","5,5","0"
"2019","CONSORZI, UNIONI DI COMUNI, COMUNITA' MONTANE E ISOLANE","SICILIA","SICILIA","SIRACUSA","SR","TD","1","1","1606","100","19200","1","1","1","1","10","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LAZIO","EMILIA ROMAGNA","PARMA","PR","TD","4","4","39800","25","120291,7","1","3","1","2","9,5","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","MARCHE","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","1","1","220872","100","220872","1","1","1","1","7","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","MARCHE","EMILIA ROMAGNA","FERRARA","FE","TD","3","3",,"0","48800","1","2","1","1","12,67","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","MARCHE","EMILIA ROMAGNA","MODENA","MO","TD","1","1","32571,62","100","31842,02","1","1","1","1","9","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","MARCHE","EMILIA ROMAGNA","PARMA","PR","TD","2","2","27260","100","27015","1","2","1","2","13,5","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","PUGLIA","EMILIA ROMAGNA","BOLOGNA","BO","TD","1","1",,"0","1025,8","1","1","1","1","11","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","PUGLIA","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","1","1","39435","100","39435","1","1","1","1","12","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","PUGLIA","EMILIA ROMAGNA","FERRARA","FE","TD","1","1",,"0","4095","1","1","1","1","4","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","UMBRIA","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","2","2","40787","100","40589","1","2","1","2","39,5","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","UMBRIA","EMILIA ROMAGNA","MODENA","MO","TD","2","2","17792","100","17752","1","1","1","1","9,5","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","UMBRIA","EMILIA ROMAGNA","PARMA","PR","TD","1","1",,"0","1410","1","1","1","1","3","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","VENETO","EMILIA ROMAGNA","BOLOGNA","BO","TD","1","1",,"0","313","1","1","1","1","11","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","VENETO","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","5","5","85511,38","100","82186,6","1","5","1","2","31,6","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","VENETO","EMILIA ROMAGNA","FERRARA","FE","TD","8","8",,"0","201955,49","1","7","1","1","45,13","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","VENETO","EMILIA ROMAGNA","MODENA","MO","TD","6","6","146767,6","100","145712,49","1","5","1","1","12,5","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","VENETO","EMILIA ROMAGNA","PARMA","PR","TD","15","15","226690","73,33","251370,67","1","10","1","2","9,67","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","FRANCIA","EMILIA ROMAGNA","MODENA","MO","TD","1","1","22800","100","21851,52","1","1","1","1","8","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LIGURIA","EMILIA ROMAGNA","FERRARA","FE","TD","1","1",,"0","19900","1","1","1","1","8","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LIGURIA","EMILIA ROMAGNA","MODENA","MO","TD","4","4","76590","75","113579,41","1","3","2","2","12","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LIGURIA","EMILIA ROMAGNA","PARMA","PR","TD","2","2","6390","50","8789","1","2","1","2","8","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","SICILIA","EMILIA ROMAGNA","MODENA","MO","TD","2","2","25185","100","24608,37","1","2","1","1","10,5","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","TOSCANA","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","1","1","39900","100","39640","1","1","1","1","31","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","TOSCANA","EMILIA ROMAGNA","FERRARA","FE","TD","1","1",,"0","22500","1","1","1","1","8","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","TOSCANA","EMILIA ROMAGNA","MODENA","MO","TD","2","2","8868","50","39587,76","1","2","2","2","7,5","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","TOSCANA","EMILIA ROMAGNA","PARMA","PR","TD","2","2",,"0","21550","1","2","1","1","6,5","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","CAMPANIA","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","1","1","2000","100","2000","1","1","1","1","27","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","NORVEGIA","EMILIA ROMAGNA","PARMA","PR","TD","1","1","10000","100","9515","1","1","1","1","6","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","PIEMONTE","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","1","1","23445","100","23320","1","1","1","1","42","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","PIEMONTE","EMILIA ROMAGNA","FERRARA","FE","TD","1","1",,"0","20275","1","1","1","1","6","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","PIEMONTE","EMILIA ROMAGNA","MODENA","MO","TD","2","2","47848","100","47848","1","2","1","1","10,5","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","PIEMONTE","EMILIA ROMAGNA","PARMA","PR","TD","1","1",,"0","7877,6","1","1","1","1","9","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LOMBARDIA","EMILIA ROMAGNA","BOLOGNA","BO","TD","5","5",,"0","49087,61","1","5","1","1","61,2","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LOMBARDIA","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","40","40","1306598,63","97,5","1510451,73","1","32","1","2","36,15","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LOMBARDIA","EMILIA ROMAGNA","FERRARA","FE","TD","12","12",,"0","392596","1","11","1","1","15,33","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LOMBARDIA","EMILIA ROMAGNA","MODENA","MO","TD","50","50","842982,52","90","1151152,79","1","37","2","2","11,34","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","LOMBARDIA","EMILIA ROMAGNA","PARMA","PR","TD","52","52","609924,78","51,92","1393221,46","1","40","1","2","11,69","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","BASILICATA","EMILIA ROMAGNA","PARMA","PR","TD","1","1",,"0","9087","1","1","1","1","6","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","REGNO UNITO","EMILIA ROMAGNA","PARMA","PR","TD","1","1",,"0","10920","1","1","1","1","6","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","EMILIA ROMAGNA","EMILIA ROMAGNA","BOLOGNA","BO","TD","6","6",,"0","14332","1","4","1","1","14,83","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","EMILIA ROMAGNA","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","35","35","1145958,92","94,29","1158689,22","1","25","1","2","27,09","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","EMILIA ROMAGNA","EMILIA ROMAGNA","FERRARA","FE","TD","13","13",,"0","177704,77","1","12","1","1","13,69","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","EMILIA ROMAGNA","EMILIA ROMAGNA","MODENA","MO","TD","25","25","483398,46","84","615227,02","1","22","2","2","11,6","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","EMILIA ROMAGNA","EMILIA ROMAGNA","PARMA","PR","TD","75","75","566520,28","52","1196351,29","1","46","1","2","11,56","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","FORLI'-CESENA","FC","TD","1","1","27329,24","100","27314","1","1","1","1","57","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","TRENTINO ALTO ADIGE","EMILIA ROMAGNA","FERRARA","FE","TD","1","1",,"0","75500","1","1","1","1","38","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","FERRARA","FE","TD","1","1",,"0","3119","1","1","1","1","7","0"
"2019","AZIENDE OSPEDALIERE, POLICLINICI, IRCCS e ISTITUTI ZOOPROFILATTICI","FRIULI VENEZIA GIULIA","EMILIA ROMAGNA","MODENA","MO","TD","4","4","50000","100","50000","1","1","1","1","10,5","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TRENTINO ALTO ADIGE","LIGURIA","GENOVA","GE","TD","1","1","24500","100","20100","1","1","1","1","44","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LAZIO","SICILIA","SIRACUSA","SR","TD","1","1","29000","100","28900","1","1","1","1","3","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","PUGLIA","SICILIA","PALERMO","PA","TD","1","1",,"0","1689,99","1","1","1","1","2","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","VENETO","SICILIA","MESSINA","ME","TD","1","1","10500","100","8400","1","1","1","1","13","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","VENETO","SICILIA","PALERMO","PA","TD","2","2",,"0","32260,94","1","2","2","2","11,5","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SICILIA","SICILIA","AGRIGENTO","AG","TD","6","6","18000","16,67","274213,24","1","4","2","2","7,83","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SICILIA","SICILIA","ENNA","EN","TD","7","7",,"0","43158","1","4","1","1","4,14","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SICILIA","SICILIA","MESSINA","ME","TD","2","2","12800","100","11480","1","2","1","1","18,5","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SICILIA","SICILIA","PALERMO","PA","TD","10","10","38123,75","60","67290,02","1","10","4","4","6,7","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CALABRIA","SICILIA","PALERMO","PA","TD","2","2",,"0","96125","1","1","1","1","26","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CALABRIA","SICILIA","SIRACUSA","SR","TD","1","1",,"0","46556","1","1","1","1","13","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","PIEMONTE","SICILIA","PALERMO","PA","TD","4","4","990","25","9010","1","1","1","1","5,75","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","SICILIA","MESSINA","ME","TD","1","1","39800","100","39800","1","1","1","1","7","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","EMILIA ROMAGNA","SICILIA","CATANIA","CT","TD","1","1","22000","100","22000","1","1","1","1","1","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","EMILIA ROMAGNA","SICILIA","PALERMO","PA","TD","3","3","31500","66,67","32543,58","1","2","1","1","11","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LAZIO","TOSCANA","LIVORNO","LI","TD","3","3","47342,49","100","47800","1","2","1","2","14,67","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","PUGLIA","TOSCANA","SIENA","SI","TD","1","1",,"0","1800","1","1","1","1","4","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","VENETO","TOSCANA","LUCCA","LU","TD","1","1",,"0","5061,61","1","1","1","1","13","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","TOSCANA","FIRENZE","FI","TD","14","14","86696,15","92,86","95440,48","1","11","2","3","18,86","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","TOSCANA","LIVORNO","LI","TD","7","7","11568","28,57","171013","1","6","1","3","17,71","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","TOSCANA","SIENA","SI","TD","1","1",,"0","21240","1","1","1","1","9","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CALABRIA","TOSCANA","LIVORNO","LI","TD","2","2","1852","100","3207,8","1","1","1","1","23","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","TOSCANA","FIRENZE","FI","TD","4","4","35280,69","75","66974,21","1","3","2","2","14,25","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","TOSCANA","LIVORNO","LI","TD","2","2","12000","50","26500","1","2","1","2","12,5","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LOMBARDIA","TOSCANA","SIENA","SI","TD","1","1",,"0","578","1","1","1","1","5","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","EMILIA ROMAGNA","TOSCANA","FIRENZE","FI","TD","3","3","13085","100","24508","1","2","2","2","25","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","EMILIA ROMAGNA","TOSCANA","LIVORNO","LI","TD","1","1","2166,37","100","2166,37","1","1","1","1","3","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","EMILIA ROMAGNA","TOSCANA","SIENA","SI","TD","1","1",,"0","34320","1","1","1","1","69","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","FRIULI VENEZIA GIULIA","TOSCANA","LIVORNO","LI","TD","1","1",,"0","17448","1","1","1","1","6","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LAZIO","CALABRIA","CATANZARO","CZ","TD","1","1",,"0","38500","1","1","1","1","71","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","LIGURIA","CALABRIA","REGGIO DI CALABRIA","RC","TD","2","2","29805","100","30248","1","1","1","1","14","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","SICILIA","CALABRIA","REGGIO DI CALABRIA","RC","TD","3","3","40677,81","66,67","45226,03","1","3","1","2","56","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","TOSCANA","CALABRIA","REGGIO DI CALABRIA","RC","TD","1","1",,"0","12000","1","1","1","1","3","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CALABRIA","CALABRIA","CATANZARO","CZ","TD","2","2","59800","100","39604","1","2","1","1","34,5","0"
"2019","AUTORITA' D'AMBITO, DI BACINO E PORTUALI","CALABRIA","CALABRIA","REGGIO DI CALABRIA","RC","TD","12","12","163791,17","91,67","262238,63","1","11","1","3","33,25","0"
